date;count_1;count_2;count_3;count_4;amount_1;amount_2;amount_3;count_5;count_6;count_7;amount_4;type;response
21.11.2016;127;26;91;90;2123044.2349999994;1955311.6349999998;167732.59999999963;4;0.0;97;816311.635;O;1
16.04.2017;84;10;95;92;212453.59000000003;212453.59000000003;0.0;4;0.0;67;41453.59;A;1
06.04.2017;95;28;60;60;212685.19999999998;183685.19999999998;29000.0;3;2.0;84;169585.19999999998;O;0
19.06.2017;19;4;84;33;212794.1;212794.1;0.0;4;0.0;4;57894.1;CC;0
16.01.2017;145;24;117;89;2132738.12;2132738.12;0.0;5;0.0;97;393238.12;O;1
07.05.2017;72;17;89;89;213301.43;213002.43;299.0;4;0.0;71;213002.42999999996;O;1
12.08.2017;30;16;92;92;213496.95;211496.95;2000.0;4;0.0;28;201496.95;O;1
26.09.2017;55;11;90;90;213570.93;211310.93;2260.0;4;0.0;26;50610.93000000001;O;1
16.02.2017;122;25;87;86;213589.0;195873.0;17716.0;4;0.0;119;178123.0;O;0
04.12.2016;91;9;95;92;213816.45;213614.87;201.5800000000163;4;0.0;65;32214.870000000003;O;1
22.06.2017;25;15;28;20;213850.04;209307.04;4543.0;2;0.0;20;88307.04000000001;A;0
14.08.2017;272;33;88;88;213923.51;173778.11;40145.40000000002;3;2.0;267;173278.11;O;0
04.11.2016;75;18;88;88;213988.84999999998;113988.84999999999;99999.99999999999;3;2.0;73;113988.85;O;1
03.08.2017;4;3;84;0;21400.0;20900.0;500.0;2;0.0;1;100.0;AA;0
05.05.2017;46;16;56;54;214141.68999999997;115141.68999999999;98999.99999999999;3;3.0;42;85341.69;O;0
30.05.2017;51;10;89;89;214143.3126;214143.3126;0.0;4;0.0;51;214143.3126;O;1
17.07.2017;28;7;75;64;2142782.4699999997;2133170.4699999997;9612.0;3;0.0;12;79553.55;A;0
21.10.2016;19;6;64;64;214283.55;189283.55;25000.0;3;1.0;17;184283.55;O;0
16.01.2017;134;20;90;90;2143576.7;1633350.7000000002;510226.0;4;8.0;111;618350.7000000001;A;1
02.02.2017;8;3;38;38;214418.59999999998;214418.59999999998;0.0;3;0.0;8;214418.6;O;0
26.07.2017;21;4;89;83;214449.86;189449.86;25000.0;4;4.0;8;5049.86;A;0
08.06.2017;14;4;50;14;214500.0;115000.0;99500.0;3;7.0;3;72000.0;CC;0
16.09.2017;27;12;67;67;214500.0;214500.0;0.0;3;0.0;27;214500.0;O;0
11.06.2017;163;32;85;85;214587.697;213860.57129999998;727.1257000000041;3;0.0;162;213860.5712999999;O;0
12.12.2016;45;18;73;73;214609.12;173520.28;41088.84;4;2.0;41;173520.28;O;1
28.12.2016;65;18;80;80;214640.19999999998;200943.32;13696.879999999976;4;0.0;61;200943.32;O;1
23.03.2017;9;6;6;5;21465.8;6389.799999999999;15076.0;1;3.0;5;6389.799999999999;B;0
17.08.2017;210;33;92;92;214652.21000000002;211854.21000000002;2798.0;4;0.0;186;172279.21;O;1
29.12.2016;137;28;88;87;214724.57;170233.46000000002;44491.109999999986;4;3.0;128;143561.02999999997;CC;0
18.07.2017;19;5;85;82;214809.0;214809.0;0.0;3;0.0;4;13009.0;O;1
30.12.2016;293;25;90;82;214850.32;109812.8;105037.52;4;54.0;226;86512.79999999999;A;0
14.03.2017;122;22;88;88;214932.85;121932.85;93000.0;3;3.0;118;121932.85;O;0
01.12.2017;78;7;90;65;214947.8713;214947.8713;0.0;4;0.0;75;28947.871300000006;O;0
10.07.2017;39;9;88;88;215207.22;95073.08;120134.14;4;6.0;30;57073.079999999994;O;1
18.12.2016;149;22;89;89;215325.22999999998;210325.22999999998;5000.0;3;1.0;147;207825.23000000004;O;0
06.05.2017;19;9;33;26;215417.07;215417.07;0.0;3;0.0;18;165417.07000000004;O;0
28.08.2017;371;46;92;92;2156508.6492999997;610167.8492999999;1546340.7999999998;4;42.0;321;398776.8493000001;D;1
15.01.2017;119;38;72;72;215774.19;195774.19;20000.0;3;1.0;118;195774.18999999997;O;1
09.06.2017;147;19;59;59;215884.33000000002;85863.33000000002;130021.0;3;7.0;139;85863.33;O;0
03.02.2017;112;23;86;86;215904.23;144904.23;71000.0;3;6.0;106;144904.22999999995;O;1
20.05.2017;157;31;84;71;215911.71000000002;160510.71000000002;55401.0;4;3.0;151;158210.71000000002;A;0
05.05.2017;181;19;77;77;215992.13999999998;215992.13999999998;0.0;3;0.0;181;215992.13999999993;O;0
31.05.2017;89;12;90;87;216041.71;142098.71;73943.0;4;12.0;68;97506.99;D;1
14.11.2016;5;3;77;63;216200.0;216200.0;0.0;2;0.0;2;1200.0;O;1
04.03.2017;30;13;89;89;216374.99;216374.99;0.0;4;0.0;28;191374.99;O;1
09.08.2017;60;24;55;41;216424.37999999998;158414.43999999997;58009.94;3;0.0;53;149942.20999999996;CC;0
16.12.2016;179;31;85;85;216856.52389999997;188629.2339;28227.28999999998;3;1.0;166;188629.23389999993;O;0
20.07.2017;217;36;94;92;2169505.7204;1952905.7204;216600.0;4;0.0;187;1208505.7203999998;CC;1
12.07.2017;159;23;94;91;216990.06;143444.56;73545.5;4;0.0;151;143125.16;O;1
16.04.2017;39;9;87;87;2171746.7;2171746.7;0.0;4;0.0;25;101746.7;O;1
21.12.2016;35;10;34;34;217274.53;105274.53;112000.0;2;5.0;30;105274.53000000001;O;0
27.09.2017;70;13;82;82;217305.49;197905.49;19400.0;4;1.0;31;37511.090000000004;O;1
06.06.2017;76;9;92;92;21751.38;21751.38;0.0;4;0.0;75;19751.380000000005;O;1
02.11.2017;8;3;79;79;21755.0;21755.0;0.0;4;0.0;8;21755.0;O;1
23.06.2017;30;16;70;69;217675.358;217675.358;0.0;3;0.0;28;210237.15799999997;BBB;1
01.12.2016;148;18;85;85;217763.04;108763.04000000001;109000.0;3;11.0;137;108763.04000000001;O;0
16.02.2017;105;11;92;92;217823.59;112573.59;105250.0;4;16.0;79;56727.31999999999;O;1
21.09.2017;55;11;90;84;217958.02999999997;117958.02999999998;99999.99999999999;4;1.0;46;47458.03;A;1
08.10.2017;261;34;114;92;2180012.95;1496661.9500000002;683351.0;5;21.0;198;457661.94999999995;O;1
01.01.2017;6;6;10;10;2182.0;1082.0;1100.0;2;0.0;5;1082.0;O;1
28.12.2016;112;26;89;89;218233.47;209814.47;8419.0;4;0.0;84;94714.47;O;1
29.01.2017;239;27;84;84;218262.15000000002;109835.15000000001;108427.00000000001;3;13.0;223;109635.15;O;1
03.06.2017;32;19;39;38;218279.1218;173279.1218;45000.0;3;0.0;26;124298.82180000002;A;0
03.10.2017;94;19;91;91;2183236.74;2183236.74;0.0;4;0.0;60;450436.74000000005;O;1
02.07.2017;203;19;92;92;218435.12;216790.12;1645.0;4;0.0;189;137290.11999999997;O;1
01.11.2016;132;27;91;91;218475.99000000002;191340.31;27135.680000000022;3;1.0;119;185619.83999999997;O;0
24.11.2016;24;12;31;29;218502.0401;218502.0401;0.0;2;0.0;23;86762.0401;O;1
01.01.2017;19;7;63;63;218539.53379999998;218539.53379999998;0.0;4;0.0;19;218539.53379999998;O;0
19.08.2017;25;8;64;64;218614.356;218614.356;0.0;3;0.0;25;218614.35600000003;O;0
02.02.2017;16;7;75;75;218631.73;218631.73;0.0;3;0.0;11;4631.7300000000005;O;1
24.01.2017;132;32;78;75;218939.87930000003;110939.87930000002;108000.00000000001;3;9.0;118;107739.87929999997;CC;0
31.12.2016;62;12;47;32;2189549.9399999995;1955949.9399999997;233599.99999999977;2;7.0;28;23449.94;A;0
28.03.2017;94;22;68;68;2189931.45;2189931.45;0.0;4;0.0;84;120431.44999999998;O;1
04.01.2017;82;13;82;82;219283.94;115436.94;103847.0;4;3.0;75;90436.94;O;1
18.07.2017;149;26;85;85;219300.48;203800.48;15500.0;4;1.0;135;103500.47999999998;O;1
02.03.2017;164;22;79;79;219315.2;173315.2;46000.0;4;1.0;159;173315.19999999998;F;1
08.02.2017;119;22;89;89;219384.90999999997;141384.90999999997;78000.0;4;4.0;114;136384.90999999997;O;1
23.01.2017;133;30;92;92;219423.84000000003;219423.84000000003;0.0;4;0.0;119;162223.83999999997;O;1
07.01.2017;103;21;90;90;219442.00999999998;219382.00999999998;60.0;4;0.0;102;219382.00999999995;O;1
19.04.2017;78;22;89;87;219472.91;210337.91;9135.0;4;1.0;59;74169.91000000002;O;1
06.04.2017;7;3;60;50;219489.0;219489.0;0.0;3;0.0;6;214489.0;A;0
22.04.2017;17;4;74;16;219752.0;113252.0;106500.0;3;4.0;9;104952.0;AA;0
12.08.2017;119;22;78;47;219774.17839999998;149774.1784;69999.99999999997;3;7.0;109;139632.93839999998;E;0
26.10.2016;23;11;60;42;219779.51;149779.51;70000.0;3;2.0;20;145079.51;A;0
08.11.2016;71;19;96;87;2198854.574;2198854.574;0.0;4;0.0;38;103454.574;BBB;1
17.01.2017;40;18;92;92;219896.08999999997;179795.08999999997;40101.0;4;1.0;38;179795.09;O;0
11.07.2017;155;21;87;74;2200447.9000000004;2200447.9000000004;0.0;4;0.0;100;189947.90000000005;A;1
28.05.2017;106;26;87;87;220069.36;180069.36;40000.0;4;3.0;103;180069.36000000002;O;1
20.02.2017;58;21;90;90;220193.04;165193.04;55000.0;3;2.0;40;130593.03999999996;O;1
19.12.2016;137;18;92;92;220275.6668;125275.6668;95000.0;4;8.0;129;125275.6668;O;1
23.08.2017;21;4;79;55;220339.0;119189.0;101150.0;4;4.0;13;114237.0;CC;0
22.07.2017;70;27;91;91;220373.3165;195373.3165;25000.0;4;2.0;59;91333.31650000002;O;1
28.08.2017;88;27;92;92;220412.5;218617.5;1795.0;4;0.0;76;110817.49999999999;CC;1
22.02.2017;7;3;71;43;220870.0;150870.0;70000.0;3;1.0;4;141000.0;CC;0
27.09.2017;248;22;91;91;221010.77;221010.77;0.0;4;0.0;235;187810.77;O;1
03.02.2017;74;15;69;69;221024.20779999997;112905.13779999998;108119.06999999999;3;7.0;59;111705.13779999994;O;1
21.12.2016;229;17;78;78;221174.53;130674.53;90500.0;3;25.0;204;130674.53;O;0
29.12.2016;146;25;92;92;221263.58999999997;102756.76999999999;118506.81999999998;4;3.0;100;88356.77;F;1
19.12.2016;128;31;87;87;221272.32;112163.32;109109.0;3;7.0;120;112163.31999999996;O;1
22.11.2017;9;5;119;26;22155.53;22155.53;0.0;4;0.0;4;2255.5299999999997;O;0
13.03.2017;150;28;91;89;221594.97999999998;221444.97999999998;150.0;4;0.0;117;128144.97999999997;E;1
09.11.2016;8;6;63;25;221678.0;221678.0;0.0;3;0.0;5;90000.0;CC;0
25.07.2017;199;22;68;68;221867.0;111867.0;110000.0;3;1.0;192;85767.0;O;1
30.05.2017;141;30;92;92;221921.15000000002;206795.65000000002;15125.5;4;0.0;138;206795.64999999997;O;1
03.01.2017;107;23;92;92;222137.41999999998;222137.41999999998;0.0;4;0.0;107;222137.42;O;0
15.10.2017;129;21;92;92;222167.19999999998;222167.19999999998;0.0;4;0.0;123;109958.20000000001;O;1
21.08.2017;49;4;89;81;222343.5;222343.5;0.0;4;0.0;17;13443.5;BBB;1
28.03.2017;76;12;92;92;222396.38999999998;187296.38999999998;35100.0;4;1.0;68;93296.38999999998;O;1
06.09.2017;99;16;90;90;222498.59;222498.59;0.0;4;0.0;86;110598.58999999998;O;1
28.06.2017;56;16;82;75;2225288.2232;1935288.2232;290000.0;4;0.0;32;115788.22320000001;AA;1
20.06.2017;126;23;90;90;222638.00000000003;222538.00000000003;100.0;4;0.0;103;106037.99999999999;O;1
17.11.2016;44;19;81;80;222713.38;114856.69;107856.69;4;4.0;34;100856.69;O;0
16.12.2016;76;22;85;52;223021.25919999997;201432.35919999998;21588.899999999994;4;0.0;71;160432.35919999998;A;0
02.10.2017;148;28;92;92;223370.88;215070.88;8300.0;4;0.0;133;199820.88;O;1
16.04.2017;124;17;69;54;2235290.59;2119858.59;115432.0;3;5.0;68;92358.59;F;1
22.10.2017;176;10;92;92;2239420.96;1524620.96;714800.0;4;36.0;139;1509320.96;D;1
13.06.2017;63;19;92;92;223961.41999999998;223961.41999999998;0.0;4;0.0;52;124561.42;O;1
11.09.2017;9;5;108;2;223986.49;223986.49;0.0;4;0.0;5;3986.49;A;0
29.03.2017;107;21;97;89;2240750.4604;2240750.4604;0.0;4;0.0;61;295848.4604;O;1
04.07.2017;9;5;92;92;224100.69;224100.69;0.0;3;0.0;9;224100.69;O;0
16.05.2017;76;21;80;80;224205.12;222669.22;1535.8999999999942;3;0.0;74;222669.22;O;0
29.05.2017;27;4;83;49;2243253.3;2243253.3;0.0;3;0.0;4;43253.3;A;0
23.05.2017;27;8;58;50;22498.59;19498.59;3000.0;3;1.0;26;19498.59;O;0
05.08.2017;267;27;92;92;225043.76;146715.44;78328.32;4;2.0;249;117515.43999999994;A;1
24.02.2017;144;24;79;79;225066.68999999997;114114.87999999999;110951.80999999998;3;15.0;125;112114.88;O;0
01.02.2017;81;18;89;89;225071.115;225071.115;0.0;4;0.0;77;195571.11500000008;O;1
24.12.2016;77;24;90;90;225142.66999999998;225142.66999999998;0.0;4;0.0;75;153142.67;O;1
03.07.2017;136;23;92;92;225166.0785;225166.0785;0.0;4;0.0;131;128066.07850000005;O;1
12.03.2017;25;13;78;76;225295.11320000005;208655.89320000005;16639.22;3;0.0;24;208655.8932;B;0
26.05.2017;5;3;78;78;225351.0;225351.0;0.0;3;0.0;5;225351.0;O;0
20.05.2017;116;15;86;86;225436.78999999998;224296.78999999998;1140.0;3;0.0;114;221296.79000000004;O;0
14.07.2017;130;14;67;67;225452.72;225452.72;0.0;3;0.0;102;32589.42;A;0
11.07.2017;126;27;104;92;2255357.7756000003;1405357.7756000003;850000.0;4;12.0;97;141657.77559999996;O;1
21.03.2017;152;26;88;88;225589.11;138373.8;87215.31;3;0.0;147;138373.80000000002;O;0
06.12.2016;184;16;89;89;225885.82;123285.82;102600.0;4;19.0;165;123285.81999999999;O;0
26.07.2017;6;4;12;1;22593.219;22593.219;0.0;1;0.0;3;2317.859;BBB;0
04.02.2017;78;17;87;87;225985.78;225985.78;0.0;4;0.0;69;158385.78;O;1
18.08.2017;38;11;77;73;225995.0;114995.0;111000.0;4;8.0;30;114995.0;O;0
30.06.2017;114;25;91;90;2260821.63;2258257.83;2563.7999999998137;4;0.0;88;507257.83;O;1
23.06.2017;74;11;75;75;226241.53999999998;169233.5;57008.03999999998;3;5.0;64;162225.46;O;0
06.11.2016;82;18;86;86;226291.01;166291.01;60000.0;3;1.0;80;166291.01000000004;O;1
05.07.2017;78;16;72;70;226379.88999999998;213379.88999999998;13000.0;4;3.0;74;212879.89;A;0
31.05.2017;111;27;92;91;226444.866;225965.866;479.0;4;1.0;102;182965.866;O;0
14.08.2017;34;15;24;24;226593.5749;216715.051;9878.5239;2;0.0;32;212715.051;O;0
17.07.2017;180;24;91;90;226801.0;211801.0;15000.0;4;1.0;176;203797.14999999997;CC;0
16.07.2017;70;19;92;92;226809.33999999997;226809.33999999997;0.0;4;0.0;67;176809.34;A;1
14.12.2016;41;16;68;68;226971.34;222971.34;4000.0;3;0.0;39;214571.33999999997;O;0
10.03.2017;40;16;75;53;227147.44;227147.44;0.0;3;0.0;30;43547.44;AA;0
23.03.2017;176;24;89;84;227240.8699;201811.7083;25429.161599999992;4;1.0;172;169211.70830000003;B;0
23.04.2017;26;14;32;8;227249.15000000002;208749.15000000002;18500.0;2;0.0;17;20416.409999999996;CC;0
17.04.2017;57;19;85;85;227321.13999999998;191321.13999999998;36000.0;4;6.0;49;190821.13999999996;O;0
28.07.2017;47;8;99;43;2273515.0;1519515.0;754000.0;4;12.0;6;25475.0;E;1
29.09.2017;139;19;101;88;2273724.8688000003;2272514.8688000003;1210.0;4;0.0;118;652514.8687999995;O;0
30.12.2016;105;17;82;82;227504.18;220504.18;7000.0;4;2.0;103;220504.18000000002;O;1
23.07.2017;30;7;103;88;227545.7;198545.7;29000.0;4;3.0;4;1995.7;CC;0
29.05.2017;32;12;92;92;227654.4;227654.4;0.0;3;0.0;32;227654.4;O;1
17.11.2016;19;8;54;54;22767.199999999997;11267.199999999997;11500.0;3;2.0;17;11267.199999999999;O;0
01.12.2016;105;25;89;89;227714.06;145924.06;81790.0;3;8.0;94;145724.06;O;1
24.04.2017;204;23;71;71;227777.59;101849.59;125928.0;3;10.0;186;93849.59;O;1
09.06.2017;47;11;88;88;227884.50000000003;112884.50000000001;115000.00000000001;4;3.0;43;105984.5;O;0
10.01.2017;195;17;84;84;2279404.733;597112.733;1682292.0;4;15.0;144;550012.7329999999;D;1
07.04.2017;5;5;4;4;22801.78;22801.78;0.0;1;0.0;5;22801.78;O;0
12.10.2017;136;25;92;91;228082.77000000002;202582.77000000002;25500.0;4;2.0;96;89382.77;CC;0
08.01.2017;108;23;91;90;228154.75;121154.75;107000.0;4;7.0;101;121154.75000000001;O;1
13.01.2017;44;12;91;90;2282536.86;2282536.86;0.0;4;0.0;25;29536.86;O;1
06.01.2017;131;16;90;90;228289.53;228289.53;0.0;4;0.0;129;214289.53;O;1
02.07.2017;23;7;59;59;228494.99;184198.99;44296.0;3;2.0;19;184198.99;O;0
20.12.2017;110;26;48;48;228577.62;149377.62;79200.0;2;5.0;100;130077.62;O;1
13.08.2017;147;32;91;91;228678.6351;188678.6351;40000.0;4;2.0;145;188678.6351;O;1
25.03.2017;37;8;89;89;228834.31;223834.31;5000.0;4;0.0;20;46134.31;O;1
02.12.2016;19;11;57;57;228928.57;115069.52;113859.05;3;2.0;14;109604.05;O;0
02.01.2017;80;13;85;67;229082.15;117082.15;112000.0;4;8.0;69;113382.15000000002;A;0
06.12.2016;57;13;80;66;229141.77000000002;208193.77000000002;20948.0;3;1.0;54;203248.77;CC;0
24.02.2017;47;13;76;50;229292.54;221722.54;7570.0;4;0.0;33;23322.54;A;0
20.05.2017;138;21;89;89;229321.88;229223.48;98.39999999999418;4;0.0;129;191023.48000000004;O;1
25.01.2017;14;7;67;67;229764.46;114864.45999999999;114900.0;3;3.0;7;2864.4599999999996;O;0
14.04.2017;155;26;88;88;2299933.6675;2135768.6675;164165.0;4;2.0;126;174205.6675;O;1
16.06.2017;4;2;53;53;230000.0;214500.0;15500.0;3;1.0;3;214500.0;O;0
28.05.2017;135;9;92;90;2301225.4;1080175.4;1221050.0;4;67.0;49;585075.4;D;1
20.11.2016;21;7;85;85;230364.8952;230364.8952;0.0;3;0.0;21;230364.8952;O;0
21.02.2017;118;28;75;74;230423.91999999998;216013.46;14410.459999999992;4;0.0;113;215274.76999999996;CC;0
31.08.2017;55;12;84;79;2305052.84;220052.83999999997;2085000.0;4;18.0;16;20452.84;F;1
22.12.2016;33;10;86;86;230642.96999999997;228852.96999999997;1790.0;4;0.0;31;223852.96999999997;O;0
07.12.2016;276;24;89;89;230769.34999999998;116619.34999999999;114149.99999999999;4;30.0;246;116619.35000000002;O;0
03.08.2017;152;25;75;75;230810.00000000003;140710.0;90100.00000000003;3;7.0;144;140710.00000000003;O;0
01.12.2016;214;24;74;70;231036.93000000002;207259.59000000003;23777.339999999997;3;0.0;205;197259.59000000005;A;0
07.07.2017;127;20;84;84;231842.34;196842.34;35000.0;4;2.0;125;196842.33999999997;O;1
27.04.2017;15;10;72;72;231961.52000000002;212461.52000000002;19500.0;3;1.0;12;212461.52000000002;O;0
13.08.2017;207;24;92;92;231995.48;231932.38;63.10000000000582;4;0.0;206;231932.37999999998;O;1
11.06.2017;207;24;92;92;232088.88;231669.18;419.70000000001164;4;0.0;190;174769.18;O;1
29.12.2016;15;10;55;27;232210.0;231457.5;752.5;3;0.0;14;231457.5;B;0
16.12.2016;48;5;88;84;232720.63;231120.63;1600.0;4;2.0;46;231120.62999999998;O;0
30.12.2017;62;21;305;73;2327316.9928;967205.8128000001;1360111.1800000002;6;23.0;28;667205.8128;D;1
19.05.2017;17;6;30;24;23286.0;11286.0;12000.0;2;4.0;6;4886.0;AA;0
22.04.2017;140;27;68;68;232887.54609999998;173387.54609999998;59500.0;4;4.0;136;173387.54609999998;O;0
23.08.2017;133;21;92;92;232963.0;184963.0;48000.0;4;0.0;116;136963.0;F;1
01.01.2017;193;37;82;81;233020.02000000002;116869.72000000002;116150.3;4;21.0;168;115469.71999999999;A;0
04.12.2016;54;22;83;83;233034.31;153034.31;80000.0;4;1.0;52;148034.31;O;1
20.01.2017;213;37;88;88;233060.92680000002;197596.2268;35464.70000000001;3;2.0;208;197596.2268;O;0
16.01.2017;152;16;69;69;233197.9;213197.9;20000.0;3;0.0;149;213197.90000000002;O;0
13.01.2017;115;21;89;89;233242.0;147742.0;85500.0;4;7.0;108;147742.0;O;0
01.12.2016;155;31;77;77;233358.92;223358.92;10000.0;3;0.0;154;223358.92000000007;O;0
25.08.2017;31;9;99;88;233413.84;233413.84;0.0;4;0.0;17;39413.840000000004;A;1
14.03.2017;103;18;84;84;233416.61;86610.06;146806.55;4;9.0;87;73710.06;O;1
17.10.2017;115;13;91;91;233549.37999999998;233549.37999999998;0.0;4;0.0;100;99749.38;O;1
29.12.2016;143;22;91;91;2337123.95;465439.1100000001;1871684.84;4;25.0;106;52439.10999999999;O;1
15.01.2017;62;24;54;54;233733.86;165584.3;68149.56;2;7.0;50;132684.3;O;0
02.03.2017;61;13;84;84;233746.99;217366.99;16380.0;3;2.0;57;217366.99000000002;O;0
14.10.2016;19;6;91;91;233992.0;157492.0;76500.0;4;2.0;15;146992.0;O;0
15.09.2017;50;7;170;91;2340671.46;2340671.46;0.0;7;0.0;23;240671.46;O;1
22.02.2017;65;17;67;67;234113.6789;234113.6789;0.0;3;0.0;64;225113.67889999994;O;0
23.12.2016;24;6;59;47;2342422.7;2342422.7;0.0;3;0.0;6;4922.700000000001;O;0
24.04.2017;276;26;89;89;234361.31;156347.61;78013.70000000001;4;8.0;228;122847.61;A;1
28.06.2017;169;23;91;91;234435.83000000002;122346.83000000002;112089.0;4;17.0;148;115846.83000000002;O;1
05.01.2017;86;28;86;86;234467.8;218732.8;15735.0;3;0.0;82;208733.8;O;0
16.10.2016;109;17;92;92;234565.29;183165.29;51400.0;4;4.0;105;183165.29;O;1
11.07.2017;190;27;92;92;234803.0;234803.0;0.0;4;0.0;190;234803.0;O;1
26.02.2017;166;25;89;89;235052.40000000002;230052.40000000002;5000.0;3;1.0;165;230052.39999999997;O;0
11.02.2017;83;12;70;59;2351884.94;2085709.94;266175.0;4;4.0;65;1310309.94;D;0
10.01.2017;286;26;90;90;235459.37000000002;87889.36000000002;147570.01;3;6.0;199;87889.36;F;0
28.11.2016;42;18;64;62;235743.38;210743.38;25000.0;3;1.0;27;55543.38;A;1
21.06.2017;105;24;91;70;2358229.58;561229.5800000001;1797000.0;4;31.0;73;361229.58;D;0
19.02.2017;124;20;64;64;236028.03999999998;236028.03999999998;0.0;3;0.0;117;90028.04000000001;O;0
06.10.2017;161;26;91;91;236039.78999999998;236039.78999999998;0.0;4;0.0;147;103941.02999999998;O;1
31.05.2017;14;4;91;68;236773.0;235637.0;1136.0;3;0.0;3;137.0;O;0
28.08.2017;218;33;92;92;2368013.98;2368013.98;0.0;4;0.0;192;1084263.98;A;1
03.06.2017;16;5;15;13;237084.8;122084.79999999999;115000.0;2;2.0;9;18504.8;O;1
02.12.2016;114;15;88;88;2373434.25;918034.25;1455400.0;4;27.0;64;110924.24999999999;O;0
18.06.2017;13;4;88;70;237362.0;143362.0;94000.0;4;1.0;5;5762.0;D;0
14.12.2016;39;11;20;20;23746.5;11746.5;12000.0;1;2.0;36;11246.5;O;0
29.12.2016;63;18;82;81;237507.94999999995;155507.94999999995;82000.0;3;6.0;55;145507.95;D;0
11.03.2017;9;4;86;19;237516.3548;236914.0125;602.3422999999893;3;0.0;4;5914.012500000001;CC;0
11.05.2017;66;19;89;89;237747.75;162675.75;75072.0;4;2.0;61;155175.75;O;0
03.12.2016;67;23;79;76;237807.0101;130402.74010000001;107404.27;4;5.0;51;116415.53009999999;CC;0
26.01.2017;63;14;85;85;237834.85000000003;155834.85000000003;82000.0;4;3.0;60;155834.84999999998;O;0
22.12.2016;45;10;95;64;237959.74999999997;145059.74999999997;92900.0;4;6.0;13;47559.75;A;1
13.11.2016;5;2;3;1;238.5;88.5;150.0;1;1.0;3;88.5;F;1
16.05.2017;56;16;79;79;238197.31;237844.31;353.0;3;0.0;52;220344.31;O;0
14.07.2017;86;19;85;85;238611.28679999997;113611.28679999999;124999.99999999999;4;2.0;84;113611.28679999999;O;0
20.02.2017;190;29;89;89;238648.61000000002;149148.61000000002;89500.0;4;8.0;182;149148.61000000002;O;0
07.02.2017;26;10;87;77;238677.0;158096.0;80581.0;4;2.0;19;153026.7;CC;0
06.09.2017;37;7;161;92;2388001.0;2388001.0;0.0;5;0.0;17;544001.0;O;1
31.12.2016;99;24;90;90;238848.84999999998;129348.84999999999;109499.99999999999;4;7.0;80;79848.85000000002;A;1
11.12.2016;130;23;89;89;238998.31;157998.31;81000.0;3;6.0;122;142998.30999999997;O;1
01.02.2017;80;22;90;90;239018.58;239018.58;0.0;4;0.0;69;156018.58000000002;O;1
18.02.2017;106;24;73;73;239189.05;120689.04999999999;118500.0;3;6.0;97;116689.05;O;0
28.02.2017;3;2;42;0;239230.0;239230.0;0.0;2;0.0;1;8685.0;A;1
03.02.2017;234;29;90;90;239460.63999999996;149890.63999999998;89569.99999999997;4;0.0;227;149890.64;O;1
26.12.2016;114;21;87;87;239513.59000000003;184513.59000000003;55000.0;4;3.0;103;70713.59000000003;O;1
11.03.2017;21;9;26;26;239555.8;239555.8;0.0;2;0.0;15;14555.800000000001;O;0
17.01.2017;36;6;81;56;239691.07;181691.07;58000.0;3;1.0;30;30691.07;A;1
12.11.2016;199;27;90;90;239723.97999999998;216904.68;22819.29999999999;3;1.0;197;216904.67999999996;O;0
28.02.2017;108;23;87;87;239909.85000000003;174619.81;65290.04000000004;3;2.0;103;174619.81000000003;O;0
01.03.2017;12;5;123;72;239939.0;21439.0;218500.0;5;4.0;6;16639.0;A;1
03.07.2017;148;32;91;91;240237.91;240237.91;0.0;4;0.0;143;184737.91;O;1
10.11.2016;123;16;82;82;240316.88;122267.19;118049.69;4;8.0;113;122167.19000000003;O;1
08.03.2018;16;4;22;22;24037.939100000003;24037.939100000003;0.0;2;0.0;16;24037.939099999992;O;0
24.02.2017;38;11;123;76;240397.97000000003;119397.97000000002;121000.00000000001;4;5.0;31;34397.97;O;0
02.08.2017;139;31;87;85;240439.44999999998;161708.44999999998;78731.0;4;1.0;116;73803.45000000001;CC;1
22.05.2017;129;22;89;89;240453.47999999998;234153.47999999998;6300.0;4;0.0;113;142783.47999999998;O;1
24.12.2016;31;6;51;51;24068.95;11068.95;13000.0;3;1.0;30;11068.95;O;1
25.08.2017;131;18;92;92;240951.87;240951.87;0.0;4;0.0;130;239451.87;O;1
10.04.2017;84;3;137;92;2410594.0;2410594.0;0.0;5;0.0;22;17894.0;A;0
16.05.2017;63;4;64;64;241138.0;124138.0;117000.0;3;2.0;58;116038.0;A;0
09.02.2017;68;22;87;66;241146.71;230306.71;10840.0;4;1.0;63;214568.55999999997;CC;0
02.10.2017;26;3;84;0;2411630.0;1879900.0;531730.0;4;8.0;1;600.0;A;0
26.04.2017;315;18;85;85;241257.02999999997;131257.02999999997;110000.0;3;9.0;306;131257.03;O;0
23.06.2017;111;22;85;85;241304.5;205854.5;35450.0;4;3.0;102;189905.74000000005;E;0
23.04.2017;113;22;91;91;241325.23770000003;187391.74330000003;53933.494399999996;4;4.0;90;80637.74330000002;O;1
05.02.2017;10;6;79;79;241334.66500000004;235930.47500000003;5404.190000000002;3;0.0;9;235930.475;O;1
08.06.2017;159;29;92;92;241366.84000000003;241352.48;14.360000000015134;4;0.0;151;181352.48000000013;O;1
04.01.2017;90;21;92;92;241922.05;156922.05;85000.0;4;3.0;87;156922.05;O;1
